"Family","Genus"
"Compositae","Cheliusia"
"Compositae","Cherina"
"Compositae","Chersodoma"
"Compositae","Chevreulia"
"Compositae","Chihuahuana"
"Compositae","Childsia"
"Compositae","Chiliadenus"
"Compositae","Chiliocephalum"
"Compositae","Chiliophyllum"
"Compositae","Chiliotrichiopsis"
"Compositae","Chiliotrichum"
"Compositae","Chimantaea"
"Compositae","Chionolaena"
"Compositae","Chionopappus"
"Compositae","Chlaenobolus"
"Compositae","Chlamydophora"
"Compositae","Chlamysperma"
"Compositae","Chloracantha"
"Compositae","Chondrilla"
"Compositae","Chondropyxis"
"Compositae","Chorisiva"
"Compositae","Choristea"
"Compositae","Chresta"
"Compositae","Chromochiton"
"Compositae","Chromolaena"
"Compositae","Chromolepis"
"Compositae","Chronopappus"
"Compositae","Chrysaboltonia"
"Compositae","Chrysactinia"
"Compositae","Chrysactinium"
"Compositae","Chrysanthellum"
"Compositae","Chrysanthemoachillea"
"Compositae","Chrysanthemoides"
"Compositae","Chrysanthemum"
"Compositae","Chrysanthoglossum"
"Compositae","Chrysocephalum"
"Compositae","Chrysocoma"
"Compositae","Chrysocoryne"
"Compositae","Chrysogonum"
"Compositae","Chrysolaena"
"Compositae","Chrysoma"
"Compositae","Chrysophania"
"Compositae","Chrysophthalmum"
"Compositae","Chrysopsis"
"Compositae","Chrysothamnus"
"Compositae","Chthonia"
"Compositae","Chthonocephalus"
"Compositae","Chucoa"
"Compositae","Chuquiraga"
"Compositae","Cicerbita"
"Compositae","Ciceronia"
"Compositae","Cichorium"
"Compositae","Cineraria"
"Compositae","Cirsiocarduus"
"Compositae","Cirsium"
"Compositae","Cissampelopsis"
"Compositae","Cladanthus"
"Compositae","Cladochaeta"
"Compositae","Cladopogon"
"Compositae","Clappia"
"Compositae","Clarionea"
"Compositae","Clavigera"
"Compositae","Clibadium"
"Compositae","Clipteria"
"Compositae","Cloiselia"
"Compositae","Clomenocoma"
"Compositae","Closia"
"Compositae","Cnicothamnus"
"Compositae","Cnicus"
"Compositae","Codonocephalum"
"Compositae","Coespeletia"
"Compositae","Coleocoma"
"Compositae","Coleosanthus"
"Compositae","Coleostephus"
"Compositae","Colobanthera"
"Compositae","Cololobus"
"Compositae","Columbiadoria"
"Compositae","Colycea"
"Compositae","Colymbacosta"
"Compositae","Colymbada"
"Compositae","Comaclinium"
"Compositae","Comborhiza"
"Compositae","Commidendrum"
"Compositae","Condylidium"
"Compositae","Condylopodium"
"Compositae","Coniza"
"Compositae","Conocliniopsis"
"Compositae","Conoclinium"
"Compositae","Constancea"
"Compositae","Conygeron"
"Compositae","Conyza"
"Compositae","Conyzigeron"
"Compositae","Coreocarpus"
"Compositae","Coreopsis"
"Compositae","Corethamnium"
"Compositae","Corethrogyne"
"Compositae","Coronidium"
"Compositae","Corymbium"
"Compositae","Cosmea"
"Compositae","Cosmidium"
"Compositae","Cosmophyllum"
"Compositae","Cosmos"
"Compositae","Cota"
"Compositae","Cotula"
"Compositae","Coulterella"
"Compositae","Cousinia"
"Compositae","Cousiniopsis"
"Compositae","Craspedia"
"Compositae","Crassocephalum"
"Compositae","Cratystylis"
"Compositae","Cremanthodium"
"Compositae","Cremnothamnus"
"Compositae","Crepi-Hieracium"
"Compositae","Crepidiastrixeris"
"Compositae","Crepidiastrum"
"Compositae","Crepidifolium"
"Compositae","Crepis"
"Compositae","Crepula"
"Compositae","Crinitaria"
"Compositae","Criscia"
"Compositae","Critonia"
"Compositae","Critoniadelphus"
"Compositae","Critoniella"
"Compositae","Critoniopsis"
"Compositae","Crocidium"
"Compositae","Crocodilium"
"Compositae","Crocodilodes"
"Compositae","Cronquistia"
"Compositae","Cronquistianthus"
"Compositae","Croptilon"
"Compositae","Crossolepis"
"Compositae","Crossostephium"
"Compositae","Crossothamnus"
"Compositae","Crupina"
"Compositae","Cryptopleura"
"Compositae","Cryptostemma"
"Compositae","Cuatrecasanthus"
"Compositae","Cuatrecasasiella"
"Compositae","Cuchumatanea"
"Compositae","Culcitium"
"Compositae","Cullumia"
"Compositae","Cuniculotinus"
"Compositae","Cupularia"
"Compositae","Curio"
"Compositae","Cuspidia"
"Compositae","Cyanopis"
"Compositae","Cyanopsis"
"Compositae","Cyanthillium"
"Compositae","Cyanus"
"Compositae","Cyathocline"
"Compositae","Cyathomone"
"Compositae","Cyathopappus"
"Compositae","Cyclolepis"
"Compositae","Cylindrocline"
"Compositae","Cymbolaena"
"Compositae","Cymbonotus"
"Compositae","Cymbopappus"
"Compositae","Cymophora"
"Compositae","Cynara"
"Compositae","Cynaropsis"
"Compositae","Cyrtocymura"
"Compositae","Dacryotrichia"
"Compositae","Dadia"
"Compositae","Dahlia"
"Compositae","Damnamenia"
"Compositae","Damnxanthodium"
"Compositae","Darwiniothamnus"
"Compositae","Dasyandantha"
"Compositae","Dasyanthina"
"Compositae","Dasycondylus"
"Compositae","Dasyphyllum"
"Compositae","Dauresia"
"Compositae","Daveaua"
"Compositae","Decachaeta"
"Compositae","Decaneuropsis"
"Compositae","Decaneurum"
"Compositae","Decastylocarpus"
"Compositae","Decazesia"
"Compositae","Deinandra"
"Compositae","Delairea"
"Compositae","Delamerea"
"Compositae","Delilia"
"Compositae","Delwiensia"
"Compositae","Dendranthema"
"Compositae","Dendrocacalia"
"Compositae","Dendrophorbium"
"Compositae","Dendrosenecio"
"Compositae","Dendroseris"
"Compositae","Dendroviguiera"
"Compositae","Denekea"
"Compositae","Denekia"
"Compositae","Derderia"
"Compositae","Desmanthodium"
"Compositae","Detris"
"Compositae","Dewildemania"
"Compositae","Diacranthera"
"Compositae","Diaperia"
"Compositae","Diaphractanthus"
"Compositae","Diaspananthus"
"Compositae","Dicalymma"
"Compositae","Dicercoclados"
"Compositae","Dicerothamnus"
"Compositae","Dichaetophora"
"Compositae","Dichotoma"
"Compositae","Dichrocephala"
"Compositae","Dichromochlamys"
"Compositae","Dicoma"
"Compositae","Dicoria"
"Compositae","Dicranocarpus"
"Compositae","Dicrocephala"
"Compositae","Didelta"
"Compositae","Dielitzia"
"Compositae","Dieteria"
"Compositae","Digitacalia"
"Compositae","Dilepis"
"Compositae","Dillandia"
"Compositae","Dimeresia"
"Compositae","Dimerostemma"
"Compositae","Dimorphocoma"
"Compositae","Dimorphotheca"
"Compositae","Dinoseris"
"Compositae","Diodontium"
"Compositae","Diplactis"
"Compositae","Diplazoptilon"
"Compositae","Diplemium"
"Compositae","Diplopappus"
"Compositae","Diplostephium"
"Compositae","Dipterocome"
"Compositae","Dipterocypsela"
"Compositae","Disparago"
"Compositae","Dissothrix"
"Compositae","Distasis"
"Compositae","Distegia"
"Compositae","Distephanus"
"Compositae","Disynaphia"
"Compositae","Dithyrostegia"
"Compositae","Ditrichum"
"Compositae","Dittrichia"
"Compositae","Doellia"
"Compositae","Doellingeria"
"Compositae","Dolichlasium"
"Compositae","Dolichoglottis"
"Compositae","Dolichogyne"
"Compositae","Dolichorrhiza"
"Compositae","Dolichothrix"
"Compositae","Dolomiaea"
"Compositae","Doniophyton"
"Compositae","Doria"
"Compositae","Dorobaea"
"Compositae","Doronicum"
"Compositae","Dresslerothamnus"
"Compositae","Dubautia"
"Compositae","Dubyaea"
"Compositae","Dugaldia"
"Compositae","Dugesia"
"Compositae","Duhaldea"
"Compositae","Duidaea"
"Compositae","Dumerilia"
"Compositae","Dusenia"
"Compositae","Duseniella"
"Compositae","Dymondia"
"Compositae","Dyscritogyne"
"Compositae","Dyscritothamnus"
"Compositae","Dysodiopsis"
"Compositae","Dyssodia"
"Compositae","Eastwoodia"
"Compositae","Eatonella"
"Compositae","Echinacea"
"Compositae","Echinocephalum"
"Compositae","Echinocoryne"
"Compositae","Echinops"
"Compositae","Eclipta"
"Compositae","Eclopes"
"Compositae","Edmondia"
"Compositae","Edwartiothamnus"
"Compositae","Egania"
"Compositae","Egletes"
"Compositae","Eirmocephala"
"Compositae","Eitenia"
"Compositae","Eizaguirrea"
"Compositae","Ekmania"
"Compositae","Ekmaniopappus"
"Compositae","Elachanthemum"
"Compositae","Elachanthus"
"Compositae","Elaphandra"
"Compositae","Elekmania"
"Compositae","Elephantopus"
"Compositae","Elephantosis"
"Compositae","Eleutheranthera"
"Compositae","Ellenbergia"
"Compositae","Elytropappus"
"Compositae","Emilia"
"Compositae","Emiliella"
"Compositae","Enantiotrichum"
"Compositae","Encelia"
"Compositae","Enceliopsis"
"Compositae","Endocellion"
"Compositae","Endopappus"
"Compositae","Endoptera"
"Compositae","Engelmannia"
"Compositae","Engleria"
"Compositae","Enydra"
"Compositae","Epallage"
"Compositae","Epaltes"
"Compositae","Epiclinastrum"
"Compositae","Epilasia"
"Compositae","Epitriche"
"Compositae","Erato"
"Compositae","Erechtites"
"Compositae","Eremanthus"
"Compositae","Eremosis"
"Compositae","Eremothamnus"
"Compositae","Eriachaenium"
"Compositae","Ericameria"
"Compositae","Ericentrodea"
"Compositae","Erigeron"
"Compositae","Eriocarpum"
"Compositae","Eriocephalus"
"Compositae","Eriochlamys"
"Compositae","Eriocoryne"
"Compositae","Eriolepis"
"Compositae","Eriophyllum"
"Compositae","Eriosphaera"
"Compositae","Eriotrix"
"Compositae","Erlangea"
"Compositae","Erodiophyllum"
"Compositae","Erymophyllum"
"Compositae","Eryngiophyllum"
"Compositae","Erythradenia"
"Compositae","Erythrocephalum"
"Compositae","Erythroseris"
"Compositae","Eschenbachia"
"Compositae","Espejoa"
"Compositae","Espeletia"
"Compositae","Espeletiopsis"
"Compositae","Ethulia"
"Compositae","Ethuliopsis"
"Compositae","Eucephalus"
"Compositae","Euchiton"
"Compositae","Eumorphia"
"Compositae","Eunoxis"
"Compositae","Eupatoriastrum"
"Compositae","Eupatorina"
"Compositae","Eupatoriopsis"
"Compositae","Eupatorium"
"Compositae","Euphrosyne"
"Compositae","Eurybia"
"Compositae","Eurydochus"
"Compositae","Euryops"
"Compositae","Eutetras"
"Compositae","Euthamia"
"Compositae","Euthrixia"
"Compositae","Eutrochium"
"Compositae","Evacidium"
"Compositae","Evax"
"Compositae","Ewartia"
"Compositae","Exomiocarpon"
"Compositae","Faberia"
"Compositae","Facelis"
"Compositae","Farfugium"
"Compositae","Farobaea"
"Compositae","Faujasia"
"Compositae","Faujasiopsis"
"Compositae","Faxonia"
"Compositae","Feddea"
"Compositae","Feldstonia"
"Compositae","Felicia"
"Compositae","Fenixia"
"Compositae","Ferreyranthus"
"Compositae","Ferreyrella"
"Compositae","Filaginella"
"Compositae","Filaginopsis"
"Compositae","Filago"
"Compositae","Filfia"
"Compositae","Filifolium"
"Compositae","Fimbristima"
"Compositae","Fingalia"
"Compositae","Fitchia"
"Compositae","Fitzwillia"
"Compositae","Flaveria"
"Compositae","Fleischmannia"
"Compositae","Fleischmanniopsis"
"Compositae","Florestina"
"Compositae","Floscaldasia"
"Compositae","Flosmutisia"
"Compositae","Flotovia"
"Compositae","Flourensia"
"Compositae","Flyriella"
"Compositae","Formania"
"Compositae","Fornicium"
"Compositae","Fougerouxia"
"Compositae","Foveolina"
"Compositae","Fragmosa"
"Compositae","Franseria"
"Compositae","Freemania"
"Compositae","Freya"
"Compositae","Frolovia"
"Compositae","Fulcaldea"
"Compositae","Gaillardia"
"Compositae","Galactites"
"Compositae","Galardia"
"Compositae","Galatella"
"Compositae","Galeana"
"Compositae","Galeomma"
"Compositae","Galinsoga"
"Compositae","Gama"
"Compositae","Gamochaeta"
"Compositae","Gamochaetopsis"
"Compositae","Gamolepis"
"Compositae","Garberia"
"Compositae","Garcibarrigoa"
"Compositae","Garcilassa"
"Compositae","Gardnerina"
"Compositae","Garhadiolus"
"Compositae","Garuleum"
"Compositae","Gastrosulum"
"Compositae","Gatyona"
"Compositae","Gazania"
"Compositae","Gazaniopsis"
"Compositae","Geigeria"
"Compositae","Geissolepis"
"Compositae","Gelasia"
"Compositae","Geraea"
"Compositae","Gerbera"
"Compositae","Geropogon"
"Compositae","Gibbaria"
"Compositae","Gifola"
"Compositae","Gilberta"
"Compositae","Gilruthia"
"Compositae","Gladiopappus"
"Compositae","Glebionis"
"Compositae","Glossarion"
"Compositae","Glossocardia"
"Compositae","Glossogyne"
"Compositae","Glossopappus"
"Compositae","Glyphia"
"Compositae","Glyptopleura"
"Compositae","Gnaphaliothamnus"
"Compositae","Gnaphalium"
"Compositae","Gnephosis"
"Compositae","Gnomophalium"
"Compositae","Gochnatia"
"Compositae","Goldmanella"
"Compositae","Golionema"
"Compositae","Gongrostylus"
"Compositae","Gongrothamnus"
"Compositae","Gongylolepis"
"Compositae","Goniocaulon"
"Compositae","Gonospermum"
"Compositae","Gorceixia"
"Compositae","Gorteria"
"Compositae","Gossweilera"
"Compositae","Goyazianthus"
"Compositae","Grangea"
"Compositae","Grangeopsis"
"Compositae","Grantia"
"Compositae","Graphistylis"
"Compositae","Gratwickia"
"Compositae","Grauanthus"
"Compositae","Grazielia"
"Compositae","Greenmaniella"
"Compositae","Grindelia"
"Compositae","Grisebachianthus"
"Compositae","Grosvenoria"
"Compositae","Guardiola"
"Compositae","Guariruma"
"Compositae","Guayania"
"Compositae","Guevaria"
"Compositae","Guizotia"
"Compositae","Gundelia"
"Compositae","Gundlachia"
"Compositae","Gutenbergia"
"Compositae","Gutierrezia"
"Compositae","Guynesomia"
"Compositae","Gymnanthemum"
"Compositae","Gymnarrhena"
"Compositae","Gymnaster"
"Compositae","Gymnocline"
"Compositae","Gymnocondylus"
"Compositae","Gymnocoronis"
"Compositae","Gymnodiscus"
"Compositae","Gymnolaena"
"Compositae","Gymnolomia"
"Compositae","Gymnopentzia"
"Compositae","Gymnopsis"
"Compositae","Gymnosperma"
"Compositae","Gymnostephium"
"Compositae","Gymnostyles"
"Compositae","Gynema"
"Compositae","Gynoxys"
"Compositae","Gynura"
"Compositae","Gypothamnium"
"Compositae","Gyptidium"
"Compositae","Gyptis"
"Compositae","Gyrodoma"
"Compositae","Haastia"
"Compositae","Haeckeria"
"Compositae","Haegiela"
"Compositae","Haenelia"
"Compositae","Hainanecio"
"Compositae","Hamulium"
"Compositae","Handelia"
"Compositae","Hapalostephium"
"Compositae","Haplocarpha"
"Compositae","Haplodiscus"
"Compositae","Haploesthes"
"Compositae","Haplopappus"
"Compositae","Haplostephium"
"Compositae","Haptotrichion"
"Compositae","Haradjania"
"Compositae","Harleya"
"Compositae","Harmonia"
"Compositae","Harnackia"
"Compositae","Harpaecarpus"
"Compositae","Harpalium"
"Compositae","Harpephora"
"Compositae","Hartwrightia"
"Compositae","Hasteola"
"Compositae","Hatschbachiella"
"Compositae","Havanella"
"Compositae","Haxtonia"
"Compositae","Hazardia"
"Compositae","Hebeclinium"
"Compositae","Hecastocleis"
"Compositae","Hecatactis"
"Compositae","Hectorea"
"Compositae","Hedosyne"
"Compositae","Hedypnois"
"Compositae","Heleastrum"
"Compositae","Helemonium"
"Compositae","Helenia"
"Compositae","Heleniastrum"
"Compositae","Helenium"
"Compositae","Helenomoium"
"Compositae","Helepta"
"Compositae","Heliantheae"
"Compositae","Helianthella"
"Compositae","Helianthopsis"
"Compositae","Helianthus"
"Compositae","Helichroa"
"Compositae","Helichrysopsis"
"Compositae","Helichrysum"
"Compositae","Helicta"
"Compositae","Heliocauta"
"Compositae","Heliogenes"
"Compositae","Heliomeris"
"Compositae","Heliophthalmum"
"Compositae","Heliopsis"
"Compositae","Helioreos"
"Compositae","Helipterum"
"Compositae","Helminthia"
"Compositae","Helminthotheca"
"Compositae","Helogyne"
"Compositae","Heloseris"
"Compositae","Hemiambrosia"
"Compositae","Hemilepis"
"Compositae","Hemistepta"
"Compositae","Hemisteptia"
"Compositae","Hemixanthidium"
"Compositae","Hemizonella"
"Compositae","Hemizonia"
"Compositae","Hemolepis"
"Compositae","Henanthus"
"Compositae","Henricksonia"
"Compositae","Heptanthus"
"Compositae","Heracantha"
"Compositae","Heraclea"
"Compositae","Herbichia"
"Compositae","Herderia"
"Compositae","Herodotia"
"Compositae","Herreranthus"
"Compositae","Herrickia"
"Compositae","Hersilea"
"Compositae","Hertia"
"Compositae","Hesperevax"
"Compositae","Hesperomannia"
"Compositae","Hesperoseris"
"Compositae","Heteracantha"
"Compositae","Heteracia"
"Compositae","Heteranthemis"
"Compositae","Heterocoma"
"Compositae","Heterocondylus"
"Compositae","Heterocypsela"
"Compositae","Heteroderis"
"Compositae","Heterokalimeris"
"Compositae","Heterolepis"
"Compositae","Heteromera"
"Compositae","Heteromma"
"Compositae","Heteropappus"
"Compositae","Heteropleura"
"Compositae","Heteroplexis"
"Compositae","Heterorachis"
"Compositae","Heterorhachis"
"Compositae","Heterosperma"
"Compositae","Heterothalamulopsis"
"Compositae","Heterothalamus"
"Compositae","Heterotheca"
"Compositae","Hidalgoa"
"Compositae","Hierachium"
"Compositae","Hieraciodes"
"Compositae","Hieracioides"
"Compositae","Hieracium"
"Compositae","Hierapicra"
"Compositae","Hilliardia"
"Compositae","Hilliardiella"
"Compositae","Himalaiella"
"Compositae","Hingstonia"
"Compositae","Hingtsha"
"Compositae","Hinterhubera"
"Compositae","Hiorthia"
"Compositae","Hippia"
"Compositae","Hippolytia"
"Compositae","Hippophaestum"
"Compositae","Hirnellia"
"Compositae","Hirpicium"
"Compositae","Hirtellina"
"Compositae","Hispidella"
"Compositae","Hoehnelia"
"Compositae","Hoehnephytum"
"Compositae","Hoffmanniella"
"Compositae","Hofmeisteria"
"Compositae","Hohenwartha"
"Compositae","Holocarpha"
"Compositae","Holocheilus"
"Compositae","Hologymne"
"Compositae","Hololeion"
"Compositae","Hololepis"
"Compositae","Holophyllum"
"Compositae","Holoschkuhria"
"Compositae","Holozonia"
"Compositae","Homalotheca"
"Compositae","Homogyne"
"Compositae","Homoianthus"
"Compositae","Homopappus"
"Compositae","Homostylium"
"Compositae","Hoorebekia"
"Compositae","Hopkirkia"
"Compositae","Hoplophyllum"
"Compositae","Huarpea"
"Compositae","Huberopappus"
"Compositae","Hubertia"
"Compositae","Huenefeldia"
"Compositae","Hughesia"
"Compositae","Hullsia"
"Compositae","Hulsea"
"Compositae","Hulteniella"
"Compositae","Humbertacalia"
"Compositae","Humea"
"Compositae","Humeocline"
"Compositae","Hutchinsonia"
"Compositae","Hyalea"
"Compositae","Hyalis"
"Compositae","Hyalochaete"
"Compositae","Hyalochlamys"
"Compositae","Hyaloseris"
"Compositae","Hyalosperma"
"Compositae","Hybridella"
"Compositae","Hydroidea"
"Compositae","Hydropectis"
"Compositae","Hylethale"
"Compositae","Hymenatherum"
"Compositae","Hymenocentron"
"Compositae","Hymenocephalus"
"Compositae","Hymenoclea"
"Compositae","Hymenolepis"
"Compositae","Hymenonema"
"Compositae","Hymenopappus"
"Compositae","Hymenostemma"
"Compositae","Hymenostephium"
"Compositae","Hymenothrix"
"Compositae","Hymenoxys"
"Compositae","Hyoseris"
"Compositae","Hypacanthium"
"Compositae","Hypericophyllum"
"Compositae","Hypochaeris"
"Compositae","Hypochoeris"
"Compositae","Hysterionica"
"Compositae","Hystrichophora"
"Compositae","Ianthopappus"
"Compositae","Ichthyothere"
"Compositae","Ictinus"
"Compositae","Idiopappus"
"Compositae","Idiothamnus"
"Compositae","Ifloga"
"Compositae","Ignurbia"
"Compositae","Iltisia"
"Compositae","Imeria"
"Compositae","Impia"
"Compositae","Inezia"
"Compositae","Infantea"
"Compositae","Ingenhusia"
"Compositae","Inkaliabum"
"Compositae","Intybellia"
"Compositae","Intybus"
"Compositae","Inula"
"Compositae","Inulanthera"
"Compositae","Inulaster"
"Compositae","Inuleae"
"Compositae","Inuloides"
"Compositae","Inulopsis"
"Compositae","Inyonia"
"Compositae","Io"
"Compositae","Iocenes"
"Compositae","Iodocephalopsis"
"Compositae","Iodocephalus"
"Compositae","Iogeton"
"Compositae","Ionactis"
"Compositae","Iostephane"
"Compositae","Iotasperma"
"Compositae","Iphiona"
"Compositae","Iphionopsis"
"Compositae","Iranecio"
"Compositae","Irwinia"
"Compositae","Ischnea"
"Compositae","Ismelia"
"Compositae","Isocarpha"
"Compositae","Isocoma"
"Compositae","Isoetopsis"
"Compositae","Isomeria"
"Compositae","Isostigma"
"Compositae","Isotypus"
"Compositae","Iteria"
"Compositae","Iva"
"Compositae","Ixauchenus"
"Compositae","Ixeridium"
"Compositae","Ixeris"
"Compositae","Ixiochlamys"
"Compositae","Ixiolaena"
"Compositae","Ixodia"
"Compositae","Ixyoungia"
"Compositae","Jacea"
"Compositae","Jaceacosta"
"Compositae","Jaceitrapa"
"Compositae","Jacmaia"
"Compositae","Jacobaea"
"Compositae","Jacobaeastrum"
"Compositae","Jacobanthus"
"Compositae","Jacosta"
"Compositae","Jaegeria"
"Compositae","Jalambica"
"Compositae","Jalcophila"
"Compositae","Jaliscoa"
"Compositae","Jamesianthus"
"Compositae","Jaramilloa"
"Compositae","Jasonia"
"Compositae","Jaumea"
"Compositae","Jefea"
"Compositae","Jeffreya"
"Compositae","Jensia"
"Compositae","Jessea"
"Compositae","Joannea"
"Compositae","Joannesia"
"Compositae","Jobaphes"
"Compositae","Johannia"
"Compositae","Joseanthus"
"Compositae","Jungia"
"Compositae","Jurinea"
"Compositae","Jurinella"
"Compositae","Kalbfussia"
"Compositae","Kalimares"
"Compositae","Kalimeris"
"Compositae","Kallias"
"Compositae","Kanimia"
"Compositae","Karelinia"
"Compositae","Karvandarina"
"Compositae","Kaschgaria"
"Compositae","Kaulfussia"
"Compositae","Kaunia"
"Compositae","Keerlia"
"Compositae","Kemulariella"
"Compositae","Kentrophyllum"
"Compositae","Keringa"
"Compositae","Kerneria"
"Compositae","Keysseria"
"Compositae","Khasianthus"
"Compositae","Kiliana"
"Compositae","Kinghamia"
"Compositae","Kingianthus"
"Compositae","Kippistia"
"Compositae","Klasea"
"Compositae","Klaseopsis"
"Compositae","Kleinia"
"Compositae","Klenzea"
"Compositae","Koanophyllon"
"Compositae","Koechlea"
"Compositae","Koehneola"
"Compositae","Koelpinia"
"Compositae","Kovalevskiella"
"Compositae","Koyamacalia"
"Compositae","Koyamasia"
"Compositae","Krigia"
"Compositae","Krylovia"
"Compositae","Kuhnia"
"Compositae","Kyhosia"
"Compositae","Kymapleura"
"Compositae","Kyrstenia"
"Compositae","Kyrsteniopsis"
"Compositae","Lachanodes"
"Compositae","Lachnophyllum"
"Compositae","Lachnorhiza"
"Compositae","Lachnospermum"
"Compositae","Lachnothalamus"
"Compositae","Lacinaria"
"Compositae","Lactuca"
"Compositae","Lactucopsis"
"Compositae","Laennecia"
"Compositae","Laestadia"
"Compositae","Lagascea"
"Compositae","Lagenocypsela"
"Compositae","Lagenopappus"
"Compositae","Lagenophora"
"Compositae","Laggera"
"Compositae","Lagophylla"
"Compositae","Lagoseriopsis"
"Compositae","Lagoseris"
"Compositae","Lagothamnus"
"Compositae","Lagurostemon"
"Compositae","Lalda"
"Compositae","Lamprachaenium"
"Compositae","Lamprocephalus"
"Compositae","Lampropappus"
"Compositae","Lampsana"
"Compositae","Lamyra"
"Compositae","Lamyropappus"
"Compositae","Lamyropsis"
"Compositae","Lancisia"
"Compositae","Landtia"
"Compositae","Langebergia"
"Compositae","Lanipila"
"Compositae","Lantanopsis"
"Compositae","Laphamia"
"Compositae","Laphangium"
"Compositae","Lappa"
"Compositae","Lapsana"
"Compositae","Lapsanastrum"
"Compositae","Lapsyoungia"
"Compositae","Lasallea"
"Compositae","Lasianthaea"
"Compositae","Lasiocarphus"
"Compositae","Lasiocephalus"
"Compositae","Lasiolaena"
"Compositae","Lasiopogon"
"Compositae","Lasiorrhiza"
"Compositae","Lasiospermum"
"Compositae","Lasiospora"
"Compositae","Lasthenia"
"Compositae","Latreillea"
"Compositae","Launaea"
"Compositae","Launaya"
"Compositae","Launea"
"Compositae","Lavenia"
"Compositae","Lawrencella"
"Compositae","Laxanon"
"Compositae","Laxmannia"
"Compositae","Laxopetalum"
"Compositae","Layia"
"Compositae","Leachia"
"Compositae","Lebetina"
"Compositae","Lecocarpus"
"Compositae","Leiachenis"
"Compositae","Leibnitzia"
"Compositae","Leiboldia"
"Compositae","Leighia"
"Compositae","Leiocarpa"
"Compositae","Leiodon"
"Compositae","Leioligo"
"Compositae","Lemmatium"
"Compositae","Lemooria"
"Compositae","Leonis"
"Compositae","Leontodon"
"Compositae","Leontonyx"
"Compositae","Leontopodium"
"Compositae","Lepachis"
"Compositae","Lepachys"
"Compositae","Lepicaune"
"Compositae","Lepidaploa"
"Compositae","Lepidesmia"
"Compositae","Lepidolopha"
"Compositae","Lepidolopsis"
"Compositae","Lepidonia"
"Compositae","Lepidopappus"
"Compositae","Lepidophorum"
"Compositae","Lepidophyllum"
"Compositae","Lepidopogon"
"Compositae","Lepidoseris"
"Compositae","Lepidospartum"
"Compositae","Lepidostephanus"
"Compositae","Lepidostephium"
"Compositae","Lepidotheca"
"Compositae","Lepiscline"
"Compositae","Leptalea"
"Compositae","Lepteranthus"
"Compositae","Leptica"
"Compositae","Leptilon"
"Compositae","Leptinella"
"Compositae","Leptocarpha"
"Compositae","Leptoclinium"
"Compositae","Leptogyne"
"Compositae","Leptopoda"
"Compositae","Leptorhynchos"
"Compositae","Leptoseris"
"Compositae","Leptostelma"
"Compositae","Leptosyne"
"Compositae","Leptotis"
"Compositae","Leptotriche"
"Compositae","Leria"
"Compositae","Lescaillea"
"Compositae","Lessingia"
"Compositae","Lessingianthus"
"Compositae","Leto"
"Compositae","Leucacantha"
"Compositae","Leucactinia"
"Compositae","Leucantanacetum"
"Compositae","Leucantha"
"Compositae","Leucanthemella"
"Compositae","Leucanthemopsis"
"Compositae","Leucanthemum"
"Compositae","Leucelene"
"Compositae","Leuchaeria"
"Compositae","Leucheria"
"Compositae","Leuciva"
"Compositae","Leucoblepharis"
"Compositae","Leucochrysum"
"Compositae","Leucogenes"
"Compositae","Leucomeris"
"Compositae","Leucopholis"
"Compositae","Leucophyta"
"Compositae","Leucopsidium"
"Compositae","Leucopsis"
"Compositae","Leucoptera"
"Compositae","Leucoseris"
"Compositae","Leunisia"
"Compositae","Leuzea"
"Compositae","Leveillea"
"Compositae","Leysera"
"Compositae","Liabellum"
"Compositae","Liabum"
"Compositae","Liatris"
"Compositae","Libanothamnus"
"Compositae","Lidbeckia"
"Compositae","Lieberkuhna"
"Compositae","Lifago"
"Compositae","Ligularia"
"Compositae","Ligulariopsis"
"Compositae","Limbarda"
"Compositae","Lindheimera"
"Compositae","Linochilus"
"Compositae","Linosyris"
"Compositae","Linsecomia"
"Compositae","Linzia"
"Compositae","Lipochaeta"
"Compositae","Lipotriche"
"Compositae","Lipschitziella"
"Compositae","Lipskyella"
"Compositae","Litogyne"
"Compositae","Litothamnus"
"Compositae","Litrisa"
"Compositae","Llerasia"
"Compositae","Logfia"
"Compositae","Lomanthus"
"Compositae","Lomatozona"
"Compositae","Lomaxeta"
"Compositae","Lonas"
"Compositae","Lophactis"
"Compositae","Lophiolepis"
"Compositae","Lophoclinium"
"Compositae","Lopholaena"
"Compositae","Lopholoma"
"Compositae","Lophopappus"
"Compositae","Lorandersonia"
"Compositae","Lordhowea"
"Compositae","Lorentea"
"Compositae","Lorentzianthus"
"Compositae","Loricaria"
"Compositae","Lourteigia"
"Compositae","Loxodon"
"Compositae","Loxothysanus"
"Compositae","Lucilia"
"Compositae","Luciliocline"
"Compositae","Luina"
"Compositae","Lulia"
"Compositae","Lundellianthus"
"Compositae","Lundinia"
"Compositae","Lupsia"
"Compositae","Lycapsus"
"Compositae","Lychnocephaliopsis"
"Compositae","Lychnocephalus"
"Compositae","Lychnophora"
"Compositae","Lychnophoriopsis"
"Compositae","Lycoseris"
"Compositae","Lycotis"
"Compositae","Lygodesmia"
"Compositae","Lyonnetia"
"Compositae","Lysistemma"
"Compositae","Machaeranthera"
"Compositae","Machlis"
"Compositae","Macledium"
"Compositae","Macowania"
"Compositae","Macrachaenium"
