"Pest","intercept","Std. Error","z value","Pr(>|z|)","2.5 %","97.5 %","slope","Std. Error.1","z value.1","Pr(>|z|).1","2.5 %.1","97.5 %.1"
"Mollusk1127",3.59441274280441,2.77824695185439,1.14803760737606,0.315698906077695,-1.85085122298837,9.03967670859719,-3.18952668301297,1.25835046758769,-2.49547397977276,0.0134820382658126,-5.65584827941397,-0.723205086611965
"Mollusk1157",1.80474504009184,2.95338998979509,0.576245502129828,0.568504655493703,-3.98379297220766,7.59328305239134,-1.877041771961,1.25777510164425,-1.66800068741113,0.113446144752547,-4.34223567183494,0.58815212791293
"Mollusk1160",2.49306619036129,2.52207758474346,0.931798453161531,0.380249365044492,-2.45011504195165,7.43624742267423,-2.37768366646942,1.10067450644824,-2.15229687722862,0.0359263809821751,-4.53496605780938,-0.220401275129465
"Mollusk1167",2.86733951873541,4.61886521282715,0.640827745033209,0.522253243220171,-6.18546994785075,11.9201489853216,-3.23785896340125,1.98974206257815,-1.76243851832943,0.104829547470301,-7.13768174457887,0.661963817776365
"Mollusk1204",1.82803903141751,2.41821158557991,0.64841780680716,0.54094754046507,-2.91156858331661,6.56764664615164,-1.77581143817839,1.04425199118594,-1.69647790357737,0.0910351952724088,-3.82250773168707,0.270884855330293
"Mollusk1213",1.8117355395016,5.26945955385376,0.393237340250139,0.63179842601045,-8.51621540404227,12.1396864830455,-1.90280001134786,2.16406428413093,-1.54905229145134,0.177178059444973,-6.14428806847393,2.33868804577821
"Mollusk1215",2.56525579125182,3.58333048306544,0.727310501577056,0.467551837798442,-4.45794290026095,9.58845448276459,-2.9015019491079,1.58736180728459,-1.90287302392431,0.0697549550456203,-6.01267392182011,0.209670023604299
"Mollusk1232",2.4060153197872,3.40191932412222,0.710005484769389,0.477851244439567,-4.2616240338032,9.0736546733776,-2.75135599364584,1.46183917997797,-1.89682082768782,0.0605585922703988,-5.61650813759223,0.113796150300549
"Mollusk1235",2.21061417270817,3.40247685947157,0.642998272859553,0.520422848332469,-4.45811793008705,8.87934627550339,-2.67897040823965,1.46679067581719,-1.92715261970745,0.0695410556002489,-5.55382730570051,0.195886489221203
"Mollusk1236",3.17673988052403,2.62313746287201,1.04393760144817,0.418413155929591,-1.96451507320288,8.31799483425095,-1.82245654814912,1.11311988859867,-1.52818348862651,0.215927529983188,-4.00413144027775,0.359218343979506
